Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Sex_F,Sex_I,Sex_M,Rings
-0.5745581331424153,-0.4321487936470789,-1.0644241467266773,-0.6418982280024783,-0.6076853645006197,-0.7262115735818194,-0.6382168891980088,-0.6748338290750765,-0.68801788254519,1.3166771599202278,15
-1.4489858478494195,-1.4399289969040858,-1.1839783068513767,-1.2302771064644944,-1.1709098401337632,-1.2052212408365943,-1.212987317417671,-0.6748338290750765,-0.68801788254519,1.3166771599202278,7
0.05003309164830188,0.122130318144275,-0.10799086572908421,-0.3094692602752387,-0.46349989873853503,-0.3566898302709934,-0.20713906803326215,1.481846281136549,-0.68801788254519,-0.759487618104231,9
-0.6994763781005588,-0.4321487936470789,-0.34709918597848266,-0.6378193449628803,-0.648237526746206,-0.6075996559758753,-0.6022937374342799,-0.6748338290750765,-0.68801788254519,1.3166771599202278,10
-1.6155435077936104,-1.5407070172297868,-1.4230866271007747,-1.2720856576203745,-1.2159677981844148,-1.2873371837945555,-1.3207567727088578,-0.6748338290750765,1.4534505939013516,-0.759487618104231,7
-0.8243946230587024,-1.0872059257641336,-1.0644241467266773,-0.9733074749698185,-0.9839193142235596,-0.9406254246387187,-0.8537557997803822,-0.6748338290750765,1.4534505939013516,-0.759487618104231,8
0.05003309164830188,0.0717413079814246,0.2506716146450128,-0.10450538753543773,-0.5513629169373054,-0.3566898302709934,0.6550165742962314,1.481846281136549,-0.68801788254519,-0.759487618104231,20
0.1749513366064454,0.1725193283071254,-0.34709918597848266,-0.12388008197352827,-0.29453255604859213,-0.2836978809750277,0.15209244960402687,1.481846281136549,-0.68801788254519,-0.759487618104231,16
-0.4080004731982244,-0.3817597834842285,-0.34709918597848266,-0.651075714841574,-0.6437317309411409,-0.6212856464688689,-0.530447433906822,-0.6748338290750765,-0.68801788254519,1.3166771599202278,9
0.21659075159249325,0.32368635879567664,0.2506716146450128,0.13410927028104713,-0.2021637420447565,-0.27001189048203406,0.5831702707687736,1.481846281136549,-0.68801788254519,-0.759487618104231,19
0.008393676662254032,-0.2809817631585277,0.01156329439561501,-0.4532498874210693,-0.7451121365551067,-0.3019458682990191,-0.20713906803326215,1.481846281136549,-0.68801788254519,-0.759487618104231,14
-0.7827552080726545,-0.5833158241356301,-0.7057616663525801,-0.8621579121407721,-0.8645157253893331,-0.9086914468217336,-0.7459863444891954,-0.6748338290750765,-0.68801788254519,1.3166771599202278,10
-0.2830822282400809,-0.2809817631585277,-0.10799086572908421,-0.5858135862080055,-0.6392259351360758,-0.7809555355537937,-0.35083167508817764,-0.6748338290750765,-0.68801788254519,1.3166771599202278,11
0.09167250663434973,-0.02903671234427566,0.13111745452031356,-0.2941734488767462,-0.39140716585749263,-0.08753201724211973,-0.24306221979699108,1.481846281136549,-0.68801788254519,-0.759487618104231,10
-0.44963988818427225,-0.5329268139727797,-0.9448699866019782,-0.7204167265147405,-0.8645157253893331,-0.9132534436527315,-0.38675482685190654,1.481846281136549,-0.68801788254519,-0.759487618104231,10
-0.19980339826798518,-0.07942572250712607,-0.22754502585378344,-0.33496227927272654,-0.4567412050309373,-0.43424377639795675,0.008399842549111181,-0.6748338290750765,-0.68801788254519,1.3166771599202278,12
-1.4073464328633718,-1.2887619664155348,-1.3035324669760755,-1.0977134076775585,-1.191185921256556,-1.2873371837945555,-0.889678951544111,-0.6748338290750765,1.4534505939013516,-0.759487618104231,7
-0.6994763781005588,-0.6840938444613304,-0.9448699866019782,-0.7703830437498164,-0.7721469113854976,-0.8539474848497595,-0.7819094962529243,1.481846281136549,-0.68801788254519,-0.759487618104231,10
-1.3240676028912761,-1.137594935926984,-1.4230866271007747,-1.1690938608705241,-1.1821743296464258,-1.2554032059775708,-0.9974484068352977,-0.6748338290750765,-0.68801788254519,1.3166771599202278,7
-0.6161975481284632,-0.885649885112732,-0.9448699866019782,-0.9131439501357476,-0.8509983379741376,-0.9634354087937079,-0.889678951544111,-0.6748338290750765,-0.68801788254519,1.3166771599202278,9
-1.4073464328633718,-1.2887619664155348,-1.0644241467266773,-1.1894882760685144,-1.1889330233540238,-1.0820473263996522,-1.177064165653942,-0.6748338290750765,-0.68801788254519,1.3166771599202278,11
-1.1991493579331325,-1.339150976578385,-0.9448699866019782,-1.2302771064644944,-1.2587728583325335,-1.2006592440055965,-1.1052178621264843,-0.6748338290750765,1.4534505939013516,-0.759487618104231,10
0.3415089965506359,0.32368635879567664,0.370225774769712,0.22588413867200294,0.30699118392760505,0.3047997102236956,0.2239387531314847,1.481846281136549,-0.68801788254519,-0.759487618104231,12
0.21659075159249325,0.0717413079814246,-0.10799086572908421,-0.13305756881262398,-0.18639345672702848,0.26830373557571274,-0.2789853715607198,1.481846281136549,-0.68801788254519,-0.759487618104231,9
0.7579031464111143,0.7267984400984793,0.6093340950191105,0.6786401560673845,0.6922367252606753,1.0985871588173224,0.4754008154775868,1.481846281136549,-0.68801788254519,-0.759487618104231,10
0.2998695815645889,0.32368635879567664,0.01156329439561501,0.20345028195421375,0.1042303726996735,0.06757587501180722,0.4394776637138578,1.481846281136549,-0.68801788254519,-0.759487618104231,11
0.4664272415087794,0.4244643791213774,1.0875507355179068,0.34009286378074793,0.15829992236045531,0.833991342619447,0.33170820842267107,1.481846281136549,-0.68801788254519,-0.759487618104231,11
